"in golf what is the longest club?","Ball Picker","Hybrid","Spoon","Driver"
"what type of microorganism is hiv?","A fungus","A bacteria","A multicelled organism","A retrovirus"
"in 2015 who in the nba called himself the best player in the world?","Michael Jordan","Steph Curry","Tony Parker","Lebron James"
"what is the closest relative to the narwhal?","Sperm Whale","Blue Whale","Unicorn","Beluga Whale"
"how many teeth on average does a great white shark have?","250","60","3 million","500"
"who said the famous quote i think therefore i am?","Bacon","Locke","Franklin","Descartes"
"what is the name of the cathedral of paris?","Notre Demoiselle De Paris","Notre Pre","Notre Botte De Champigny","Notre Dame De Paris"
"vice president al gore was from what state?","Washington","Alabama","Kentucky","Tennessee"
"what bird lays eggs up to half its own weight?","Ostrich","Emu","Blue Jay","Kiwi"
"what is the witchs pet in the movie sleeping beauty?","A bat","A rat","A giant spider","A crow"
"who is steves dad on american dad?","Roger","Klaus","Daniel","Stan"
"what did woodrow wilson suggest to establish after wwi?","United Nations","International Anarchy","War Industries Board","League Of Nations"
"before the euro what was the german currency?","Deutschland","Franc","Dinar","Deutschmark"
"which mathematical rule states that the hypotenuse of a triangle is equal to the square root of the sum of the square of the other two sides?","L'hpital's Rule","Gauss's Law","Commutative Property","Pythagorean Theorem"
"where was the first starbucks located?","Mukilteo, Wa","(Downtown) Edmonds, Wa","Pasco, Wa","Seattle, Wa"
"which singer is also famous as a drummer?","Falco","Bruno Mars","Eric Clapton","Phil Collins"
"lake huron lake superior lake ontario lake michigan and which other lake make up the great lakes?","Lake Ohio","Lake Quebec","Lake St. Clair","Lake Erie"
"how can we get a violet color?","Adding Green On Yellow","Adding Red On Yellow","Adding Blue On Black","Adding Blue On Red"
"what is the most populated city in west virgina?","Wheeling","Morgantown","Kingwood","Charleston"
"what is the pokemon known for its famous cry pika pika?","Mew","Squirtle","Charizard","Pikachu"
"where does the audience sit in a theater?","The Crowd","The Stands","The Balcony","The House"
"what is the new name of the charlotte bobcats starting in the 201415 season?","Seattle Seahawks","Charlotte Pelicans","Charlotte Bulls","Charlotte Hornets"
"organic molecules must have?","At Least One Oxygen Atom","At Least One Hydrogen Atom","At Least Four Oxygen Atoms","At Least One Carbon Atom"
"which of the following bird species is the name of a famous skateboarder?","Pigeon","Eagle","Seagul","Hawk"
"what highway in the usa has a song about it?","I-199","Route 666","I-95","Route 66"
"which branch of medicine focuses on the preparation uses?","Hematology","Aetiology","Obstetrics","Pharmacology"
"what is the name of the rival town in the show the simpsons?","Springfield","Otter Vile","Mayberry","Shelbyville"
"what is the only country in the world which does not have a squarerectangular flag?","Japan","Chile","Panama","Nepal"
"which roman god or goddess does botticellis most famous painting depict the birth of?","Neptune","Diana","Proserpina","Venus"
"in which us state is the city cincinnati?","Kentucky","Indiana","In none of the three states","Ohio"
"what is the function of the pancreas?","Filter fluids","Extinguish toxins","Stop nausea","Regulate blood sugars"
"what country developed the v 2 rocket?","The United States","Russia","China","Germany"
"in what continent is the country wales?","North America","Asia","Antarctic","Europe"
"in baseball in order to throw a perfect game what is one of the many things that a pitcher cannot allow?","Catch","Strikeout","Grounder","Walk"
"who was the dictator in italy during the second world war?","Francisco Franco","Adolf Hitler","Vladimir Lenin","Benito Mussolini"
"valentines day falls in which month?","January","June","April","February"
"what state is know as fishermans paradise?","Florida","Texas","Alaska","Louisiana"
"which team has peyton manning never played for?","Denver Broncos","Indianapolis Colts","University Of Tennessee","New York Giants"
"what is the name of the primary muscle in your chest?","Biceps Brachii","Gastrocnemius","Sartorius","Pectoralis Major"
"which process occurs in your cells while they are in a state of oxygen deprivation?","Alcohol Fermentation","Photosynthesis","Respiration","Lactic Acid Fermentation"
"whats the name of the famous han solos ship in the star wars saga?","Star of Death","Ebon Hawk","Voyager","Millenium Falcon"
"what year were leonardo dicaprio alanis morissette jimmy fallon?","1971","1980","1983","1974"
"what mammalian type are humans?","Humania Arthiops","Mus Musculus","Huemunse Taurus","Homo Sapiens"
"what did van gogh consume because of lack of money causing him to suffer from lead poisoning?","The Ends Of His Paint Brushes","Absinthe","Paint Thinner","Paint Chips"
"who has a french nationality?","Van Gogh","Pizzaro","Picasso","Monet"
"who did album covers for bands like the velvet underground in the 60s?","Pablo Picasso","Claude Monet","Jackson Pollock","Andy Warhol"
"what is the nearest star from our solar system?","Betelgeuse","Rigel","Cassiopeia","Sirius"
"which biblical person do all three religions judaism islam and christianity revere?","Jesus Christ","King David","Paul","Abraham"
"which nation was never officially part of the soviet union?","Georgia","Ukraine","Tajikistan","Hungary"
"which of the following mushrooms will not poison you to eat it?","Destroying Angel","Death Cap","They All Will","Chanterelle"
"what horse won the belmont stakes in 2015?","American President","Smarty Jones","Run For Your Life","American Pharaoh"
"what is an octopus?","A bird","A fish","A crustacean","An arthropod"
"which state is affectionately known as the liberty bell state and quaker state?","Maine","Massachusetts","Ohio","Pennsylvania"
"what state is ironically nicknamed the highest state?","Montana","Alaska","Wyoming","Colorado"
"what is the highest lake above sea level in the world?","Lake Superior","The Dead Sea","Lake Ontario","Lake Titicaca"
"where is cincinnati?","Illinois","Kentucky","Tennessee","Ohio"
"which of the following actresses is nearly 6 feet 182 cm tall?","Jodi Foster","Roseanne Barr","Audrey Hepburn","Sigourney Weaver"
"what element has the chemical symbol as?","Astatine","Argon","Gold","Arsenic"
"which u s states are pronounced with a silent s at the end of their name?","Illinois","Arkansas","Arkansas","Arkansas"
"what group was persecuted along with the jews during the holocaust?","Mexicans","Russians","None Of These","Gypsies"
"what year was woodstock held?","1967","1973","1970","1969"
"where can you find the pyramids?","Italy","USA","France","Egypt"
"what is the population of wyoming until 2015?","2 Million- 5 Million","1 Million-2 Million","5 Million","Under 1 Million"
"what was the name of the set of rules developed on the mayflower?","Rules Of The New World","Ethical Rules Of The Puritan Settlers","Pilgrim Rules","Mayflower Compact"
"who was the dictator of libya killed in 2011?","Hosni Munarak","Zine Ben Ali","Bashar Al Assad","Muammar Gaddafi"
"the sculpture of the goddess venus belongs to which country?","Rome","Israel","England","Greece"
"who is not a boxer?","Evander Holyfield","Sugar Jackson","Cassius Clay","Don Johnson"
"what two elements mix to create salt for food?","Sodium And Hydrogen","Sodium And Barium","None Of The Above","Sodium And Chloride"
"what is the strongest tornado rating on the ef scale?","2","4","7","5"
"which empire developed hieroglyphics?","Roman Empire","Greeks","Chinese Empire","Egyptians"
"what was the code name of the nuclear bomb dropped on nagasaki?","Little Boy","Young Boy","Big Man","Fat Man"
"spain and portugal occupy what peninsula?","Gibraltar","Scandinavian","Crimea","Iberia"
"what kind of water is used in a laboratory?","Sink Water","Spring Water","Drinking Water","Distilled Water"
"in ancient egypt which famous pharaoh was the son of akhenaten?","Horemheb","Amenhotep","Ramesses Ii","Tutankhamen"
"who is the daughter of demeter?","Ares","Zues","Artemis","Persephone"
"what is another word for far sightedness?","Emmetropia","Dystopia","Myopia","Hyperopia"
"what form of art is making sounds with your mouth replicating a drum or beat machine?","Bee Boxing","Sound Boxing","Mouth Boxing","Beat Boxing"
"what is the correct term for playing the violin without the bow simply by plucking the strings 2?","Pianissimo","Glissando","Plen Air","Pizzicato"
"what ancient civilization took part in the practice of mummification?","Mesopotamia","Indus Valley","China","Egypt"
"which country has the largest population of jewish people?","Spain","America","Brazil","Israel"
"how many states does california border?","4","2","1","3"
"which of these animals is a pachyderm?","Jellyfish","Dog","Ladybug","Elephant"
"in which stage of sleep do dreams mainly occur?","Nrem (Stage 3)","Nrem (Stage 1)","Nrem (Stage 2)","Rem (Stage 4)"
"what do you call the maneuver for the relief of choking?","Compression","Resuscitation","Cricoid pressure","Heimlich"
"in venice where does the bridge of sighs lead?","Museum","Church","Cathedral","Prison"
"who colonised kenya?","French","German","Italy","British"
"what is the national sport of the czech republic?","Tennis","Ice skating","Curling","Ice hockey"
"who was the first secretary of the treasury of the united states?","Thomas Jefferson","Henry Knox","John Adams","Alexander Hamilton"
"how many vertebrae are in the cervical section of the spine?","6","12","9","7"
"in dc comics rex mason becomes what shape shifting superhero?","Changeling","Mephisto","Chameleon","Metamorpho"
"which of the following is considered the male sex chromosome?","Xy Chromosome","X Chromosome","Xx Chromosome","Y Chromosome"
"who was the roman god of the sea?","Volcano","Diana","Jupiter","Neptune"
"which civilization had the first form of democracy?","Persians","Egyptians","Mesopotamians","Ancient Greeks"
"which of the following are essential to protein formation?","Gastric Acids","Fatty Acids","Nucleic Acids","Amino Acids"
"which of the following countries does the nile river flow by?","Russia","Kingdom of Saudi Arabia","France","Egypt"
"what is commonly preceived as intriguing about the mona lisa?","Her Clothes","The Oil Used","The Colours Used","Her Smile"
"what was the first beatles song to go number one in the us?","Let It Be.","Yellow Submarine.","Lucy In The Sky With Diamonds.","I Want To Hold Your Hand."
"sushis popular sea urchin dish uni is from what part of the creature?","Tentacles","Body","Skin","Genitals"
"i hvilket land ligger assen?","Sveits","Belgia","Tyskland","Nederland"
"what bear wears a duffle coat and likes marmalade sandwiches?","Yogi Bear","Pooh Bear","Rupert Bear","Paddington Bear"
"who was the first person to propose the theory of continental drift?","Aristotle","Isaac Newton","Nikolaus Copernicus","Alfred Wegner"
"which of these biblical events occurs first chronologically?","Crossing The Red Sea","David","Sampson","Noah's Ark"
"who said rudolph with your nose so bright wont you guide my sleigh tonight?","Comet","Hermey","Yukon Cornelius","Santa Claus"
"which of these companies makes tennis racquets?","Babolat","Wilson","Head","All Of Them"
"what was tiger woods known for?","Baseball","Soccer","Hockey","Golf"
"what former soccer star was known for scoring free kicks for the l a galaxy and england?","Roberto Carlos","Stevie Gerrard","Landon Donovan","David Beckham"
"in the tv show friends what physical deformity does chandler have?","One Leg","No Eye Brows","Really Big Mole","Three Nipples"
"what are the photoreceptors in the human eye called?","Squares And Tubes","Cones And Tubes","Rods And Squares","Rods And Cones"
"the song how to be a heartbreaker is from what singer?","Rihanna","Britney Spears","Ke$Ha","Marina"
"what is not a saying in the hunger games?","May The Odds Be Ever In Your Favor","The Girl On Fire","Hope Is Stronger Then Fear","May The Force Be With You"
"who rode allegedly through the streets of coventry nude to protest against the high taxes imposed by her husband on his tenants?","Lady Antebellum","Isolde","Boidecea","Lady Godiva"
"which type of plant helps soothe burns?","Mistletoe","Poison Ivy","Lavender","Aloe"
"what nfl football team plays for indiana?","Broncos","Packers","Patriots","Colts"
"what was the name of the device that made timetravel possible in the film back to the future?","Flux Condenser","Flux Calculator","Flux Controller","Flux Capacitor"
"what type of anthropology studies how language develops?","Archeology","Cultural","Physical","Linguistic"
"which van gogh painting was completed from inside an insane asylum?","The Wind Dancer","Spartacus","In The Winter Time","Starry Night"
"what was the name of the plane that crashed in a field outside of shanksville pennsylvania on september 11 2001?","Enola Gay","United 57","United 76","United 93"
"which countries were involved in the war of 1812?","Usa, Belgium, Canada And Greece","Usa, Portugal, China And Great Britain","France, Germany, Australia And Russia","Usa, France,Canada And Great Britain"
"how many years did the american civil war last?","2","7","9","4"
"which of these states is not in the midwest united states?","Wisconsin","Indiana","Illinois","Georgia"
"what is the last name of landlords on threes company?","Thomas","Reeves","Smith","Roper"
"which of the following actors wasnt a guest star in the popular sitcom friends?","Brad Pitt","Charlie Sheen","Julia Roberts","Cameron Diaz"
"where is the frontal bone located?","The Chest","The Pelvis","The Radius","The Skull"
"what is the most common animal in australia?","Koala","Zebra","Lion","Kangaroo"
"which of the following people did not assassinate a famous person?","Mark David Chapman","Lee Harvey Oswald","John Wilkes Booth","James Michael Douglas"
"in the early 1900s over 12 million immigrants landed on which new york island?","Staten Island","Long Island","Liberty Island","Ellis Island"
"which of these countries borders canada by land route?","Russia","Greenland","Arctic Tribes","United States Of America"
"what makes an atom bomb explode?","Many Atoms Colliding Together","A Fire And Gasoline Explosion","None Of The Above","An Atom Being Ripped Apart"
"who won the super bowl in 2015?","Buffalo","Seahawks","San Francisco","Patriots"
"what television show was created by john walsh after his son was tragically abducted and murdered?","Forensic Files","The First 48","To Catch A Predator","America's Most Wanted"
"how many species of penguin are there?","11","24","19","17"
"teddy roosevelt was the governor of which u s state before he became president?","Maryland","Virginia","New Hampshire","New York"
"what is the meaning of ttyl?","Talk Tomorrow Yo Later","Ta Ta For Now","Do You Know Who You Are Talking To","Talk To You Later"
"who was a noticeable figure for african american rights?","Denver Mannings","Abraham Lincoln","Helen Keller","Rosa Parks"
"which person was not a world leader during world war 2?","Adolf Hitler","Joseph Stalin","Harry Truman","Theodore Roosevelt"
"what kind of art involves putting together lots of individual multi colored squares?","Paint","Sculpting","Drawing","Mosaic"
"what is a fear of small or cramped spaces called?","Arachnophobia","Necrophobia","There Is No Such Thing","Claustrophobia"
"in football what is a spiral?","Pattern of the Stitching","Coloring of the Shoes","Flavoring of the Gatorade","Rotation of the Ball"
"the last great military victory of the native americans against the us army was?","Wounded Knee","The Sand Creek Massacre","Milk Creek","The Battle Of Little Bighorn"
"which city is on the gulf coast?","Orlando","Miami","San Diego","Tampa"
"who composed the original score for the nutcracker ballet?","Petipa","Scorsese","Quixote","Tchaikovsky"
"in the world of gaming what does moba stand for?","Multiple Oversized Bagel Attackers","Miniature Ogre Book Art","Minotaurs Of Bluick Arseaser","Multiplayer Online Battle Arena"
"which maneuver should be performed on a choking victim?","Heinrich","Himmler","Hamlin","Heimlich"
"an ocean sunfish was found to produce how many eggs?","3 Thousand","30 Thousand","300 Thousand","300 Million"
"what do you put on clay in order to make it easier to use?","Sand","Dirt","Sunlight","Water"
"which city is known as the city of fountains?","Oklahoma City","New York","Seattle","Kansas City"
"which hemispheres are new zealand located in?","Northern and Eastern Hemispheres","Southern and Western Hemispheres","Northern and Western Hemispheres","Southern and Eastern Hemispheres"
"who was president during civil war?","Barack Obama","George Washington","Hillary Clinton","Abraham Lincoln"
"where can you find johannesburg?","South America","China","India","South Africa"
"how does stained glass usually receive its colors?","Plant-Based Dyes","Different Levels Of Light Exposure","Luck","Metallic Salts"
"who is the formula 1 f1 driver with the most number of drivers championships?","Sebastian Vettel","Ralph Schumacher","Nico Rosberg","Michael Schumacher"
"which of these is a verb?","It","She","I","Be"
"in what modern city did the siege of leningrad take place?","Moscow","Berlin","Paris","St.Petersburg"
"which us city was the birthplace of the skyscraper?","New York","Miami","Los Angeles","Chicago"
"which us state produces the most pistachio nuts?","Florida","Hawaii","Arizona","California"
"what song came on every morning when the alarm clock went off in the movie groundhog day?","Oops I Did It Again","Memories","Who Let The Dogs Out","I Got You Babe"
"in rocky 3 who dies?","Adrian","Paulie","Apollo","Mickey"
"which one of the following countries is entirely landlocked?","Morocco","Mexico","Malta","Mongolia"
"in what country lies the atlas mountains?","Saudi Arabia","Russian","India","Morocco"
"who is considered by the roman catholic church to be the first pope?","Paul","Luke","John","Peter"
"which title is given to a person that studies birds?","Raptologist","Griffologist","Rhesiologist","Ornithologist"
"what does the french word cul de sac mean?","Turn Around Zone","Safe Circle","Round Lot","Bottom Of The Bag"
"what sport is highlighted in the movie slapshot?","Rugby","Boxing","Field Hockey","Ice Hockey"
"in the famous poem paul revere was to signal with how many lit lanterns if the british were invading by sea?","3","0","1","2"
"what animal can repair its heart if the organ gets damaged?","Aye-Aye","Kangaroo","Saiga Antelope","Zebrafish"
"what is any living thing made up of?","Blood","Oxygen","Organs","Cells"
"what song was in the moviethe bodyguard?","""Yesterday""The Beatles","""Material Girl""Madonna","""Piano Man""Billy Joe","""I Will Always Love You""Whitney Houston"
"who was not a part of the cast of 1990 zuckers movie ghost?","Whoopi Goldberg","Patrick Swayze","Demi Moore","Catherine Zeta Jones"
"which mountain range is in asia?","Rocky Mountains","Appalachian Moutains","The Alps","Himalayas"
"what band created the best selling debut album of all time in the late 80s?","Ac/Dc","The Beatles","Lynyrd Skynyrd","Guns N' Roses"
"who is santa claus modeled after?","S.C. Luther","Santa Mclean","James Peterson Claus","Saint Nicholas"
"in basketball whats it called when you use the backboard first to make your shot?","Glass Shot","Money Shot","Nice Shot","Bank Shot"
"which one of these geniuses was believed to have had an iq of 200?","Nikola Tesla","Isaac Newton","Galileo Galilei","Leonardo da Vinci"
"what is bill gates real name?","Billton Henry Gates","Mark Henry Gates","Brian Henry Gates","William Henry Gates"
"who played the part of frankenstein in the early 30s?","Lon Channey","Fred Gwynne","Ray Boldger","Boris Karloff"
"what does the french phrase cest la vie literally mean?","Going Wherever Life Takes You","That's The High Life","Living The Life","That's Life"
"what was the aleutian islands campaign?","When Nazis Bombed The Us","When Nazis Invaded Poland","When The Us Invaded Germany","When Japan Invaded Alaska"
"which capital has the coldest climate?","Paris","Washington Dc","London","Ottawa"
"which one of these fats are the best for you?","Trans Fats","Saturated Fats","Hydrogenated Oils","Unsaturated Fats"
"which of the following insects fly the fastest?","Mosquito","Housefly","Moth","Dragonfly"
"who was the first westerner to climb mount everest in 1953?","James A Lovell","Henry Hudson","Gerald Fitzherbert","Sir Edmund Hillary"
"what is a delta?","Earthquake feature","None of the above","Volcanic function","River landform"
"which of the following teams are not from boston?","Celtics","Red Sox","Bruins","Giants"
"which of these four animals has horns and not antlers?","Elk","Moose","White-Tailed Deer","Dall Sheep"
"who was the first african american to break baseballs color barrier?","Hank Arron","Barry Bonds","Darrell Strawberry","Jackie Robinson"
"what is the line that lies halfway between the equator and the south pole?","Tropic Of Cancer","South Pole","Prime Meridian","Tropic Of Capricorn"
"what european country isnt landlocked?","Serbia","Moldova","Andorra","Croatia"
"which famous world leader was born in 1889 and died in 1945?","Joseph Stalin","Winston Churchill","Ron Jeremy","Adolf Hitler"
"what type of cars make up the indianapolis 500?","Formula One","Nascar","Lemans","Indy Car"
"what process helps plants gain energy by the use of sunlight?","Sun Absorption","Heterozygous Process","Hydro-Planing","Photosynthesis"
"black tuesday is?","The Most Popular Shopping Day In America","The Day Columbus Arrived In America","The Day Jesus Was Crucified","The Day Of The Ny Stock Market Crash"
"in which country do you find patagonia?","Canada","Australia","India","Argentina"
"which of the following bands sings the song polly?","Red Hot Chilli Peppers","No Doubt","Iron Maiden","Nirvana"
"which of these animals have hollow bones?","Lions","Apes","Lizards","Birds"
"what color do you get by mixing black and white?","Brown","Black","White","Gray"
"what author wrote the series of calvin and hobbes?","Suzanne Collins","Jeff Kinney","Lois Lowry","Bill Watterson"
"what is the term for ships covered in iron that were used during the civil war?","Iron-Battler","Iron-Plated Floaters","Tough-Sailers","Ironclads"
"who would be in charge if both the president and vice president died?","First Lady","Secretary Of War","A Supreme Court Justice","Speaker Of The House"
"when fishing what term means to throw out your hook?","Push","Toss","Reel","Cast"
"where is lebanons main port located?","Tyre","Byblos","Tripoli","Beirut"
"in photography what controls how long an image is exposed?","Aperture","Iso","White Balance","Shutter Speed"
"what was the name of the nfl mascot featured in the movie ace ventura pet detective?","Tony","Mad Mike","Poke","Snowflake"
"what does the molecule c6 h12 o6 stand for?","Starch","Amino Acid","Random Numbers","Glucose"
"which actor played richard on the tv show friends?","James Brolin","Kiefer Sutherland","Josh Brolin","Tom Selleck"
"which combination of elements with the addition of heat creates steel?","Iron And Tin","Iron And Oxygen","Iron And Aluminum","Iron And Carbon"
"celiac disease is an allergy to?","Peanuts","Strawberries","Tree Nuts","Gluten"
"which is not a major component of a fishing reel?","Bail","Spool","Handle","Lifter"
"what is the most common surname in ireland?","O'Reilly","O'Toole","Phillips","Murphy"
"where is the headquarters for the global chain mcdonalds located?","Chicago, Illinois, Usa","London, England, Uk","Los Angeles, California, Usa","Oakbrook, Illinois, Usa"
"what is the name of the painting that shows a blurred figure with its hands on its cheeks and an open mouth?","Mona Lisa","The Birth of Venus","The Starry Night","The Scream"
"in a gymnastic competition which event is not performed?","Bars","Floor","Balance beam","Trampoline"
"which actor has played a woman character in a movie?","Tyler Perry","Eddie Murphy","Martin Lawrence","All of them"
"what bone can you break and still possibly use without feeling pain?","Tibia","Radius","Humerus","Fibula"
"what is the name of the muscle separating the right and left side of the heart?","Endocardium","Pericardium","Myocardium","Septum"
"what is a wavelength in a wave?","Neither","The Distance Between Two Troughs","The Distance Between Two Crests","Both"
"which sport was invented in scotland and involves hitting a ball with a club?","Hockey","Lacrosse","Cricket","Golf"
"who is the protagonist who fights grendel grendels mother and a fire breathing dragon?","King Hrothgar","Halfdane","Hamlet","Beowulf"
"which artist won the award artist of the year at the iheartradio music awards 2014?","Justin Timberlake","Imagine Dragons","Maroon 5","Rihanna"
"which of the following is a compound?","Gold","Oxygen","Hydrogen","Water"
"what is the name of the female boxer who is muhammad alis daughter?","Michelle Ali","Flora Ali","Anna Ali","Laila Ali"
"in which movie did robert duvall make his theatrical debut?","Apocalypse Now","The Natural","Krill","To Kill A Mockingbird"
"what organ gets affected the most from excessive alcohol intake?","Heart","Small Intestine","Lungs","Liver"
"what company uses the most milk?","Mcdonald's","Baskin Robins","Ben","Starbucks"
"which country borders china?","Bangladesh","Serbia","Kuwait","Russia"
"what is the name of the oldest winchester brother in supernatural series?","John Winchester","Sam Winchester","Adam Winchester","Dean Winchester"
"at what temperature does ice start to melt?","Zero degrees Farenheit","Zero degrees Kelvin","Ice doesn't melt","Zero degrees Celcius"
"which part of your brain helps you make decisions?","Cerebellum","Thalamus","Pituitary Gland","Frontal Lobe"
"who was the first woman pictured on american currency?","Rosa Parks","Sacajawea","Pocahontas","Susan B Anthony"
"who shot lee harvy oswald?","William Mckinley","John F Kennedy","John Wilkes Booth","Jack Ruby"
"which is a city in egypt?","Mahasi","Longlee","Mesop","Alexandria"
"canada is divided into what?","Counties","States","Regions","Provinces"
"which of the following does not grow from a bulb?","Daffodil","Onion","Garlic","Sage"
"who was the real bay harbor butcher in the series dexter?","James Doakes","Travis Marshall","Arthur Mitchell","Dexter Morgan"
"the orion space mission is a 16 year plan that will eventually?","Reach Venus And Collect Rock Samples","Colonize The Moon","Land On An Asteroid","Land On Mars"
"what is the land between the two rivers?","Tracy","Iraq","Sanfrancisco","Mesopotamia"
"what was mark twains job prior to starting his writing career that inspired his pen name?","Gold Miner","Salesman","Librarian","Steamboat Worker"
"which symbol represents the currency of the uk?","","$","",""
"hollywood is situated in which state?","New York","Los Angeles","Hollywood","California"
"what shape is the washington monument classified as?","A Rectangle","An Arrow","A Pyramid","An Obelisk"
"the color chartreuse is a combination between which two colors?","Yellow And Orange","Blue And Red","Orange And Blue","Green And Yellow"
"what team did peyton manning play for 14 seasons before the denver broncos?","New England Patriots","New Orleans Saints","New York Jets","Indianapolis Colts"
"in the munsters what was the name of the normal relative?","Margaret","Marlene","Madelyn","Marilyn"
"which two sports start with a serve?","Volleyball","Basketball","Tennis","Volleyball"
"who is said to have written the biblical book song of songs?","David","Paul","Timothy","Solomon"
"who wrote this novel the firm?","Jules Verne","Karl May","None of these","John Grisham"
"what software is used for photo manipulation?","After Effects","Illustrator","Iphoto","Photoshop"
"what is a crooked fairway called in golf?","A crooked link","a t bone","A shoehorn","A dogleg"
"which one of these movies did not have jim carrey in it?","The Mask","Ace Ventura","Yes Man","Get Smart"
"oceanic and continental crust differ in?","Composition","Density","Thickness","All Of These"
"what is albus dumbledores middle name?","Percival","Wulfric","Brian","All Of These"
"in the book to kill a mockingbird what is atticus last name?","Cunningham","Maycomb","Ewell","Finch"
"in what order were these us presidents assassinated?","Lincoln, Mckinley, Kennedy, Garfield,","Mckinley, Lincoln, Garfield, Kennedy","Kennedy, Mckinley, Lincoln Garfield","Lincoln, Garfield, Mckinley, Kennedy"
"in what state does the iditarod take place?","California","Arizona","Montana","Alaska"
"which marvel avenger doesnt have their own movie in phase two of the marvel cinematic universe?","Iron Man","Thor","Captain America","Hulk"
"foreign substances that invade the body are called?","Antibodies","Macrophages","Natural Killer Cell","Antigens"
"in the show friends who accidentally proposes to rachel in the hospital?","Ross","Chandler","Monica","Joey"
"which of these was the first atomic bomb used on the country of japan?","Big Boy","Fat Boy","Fat Man","Little Boy"
"which native american tribe was geronimo from?","Pueblo","Hopi","Blackfoot","Apache"
"who was the prime minster of italy from 1922 1943?","Luigi Cadorna","Armando Diaz","Luigi Amedeo","Benito Mussolini"
"which intergalactic agency does buzz lightyear work for?","The Empire","NASA","Starship Troopers","Star Command"
"where does snoopy sleep?","In The House","The Bed","A Doggy Hammock","Top Of His House"
"which of the following countries is completely north of the equator?","Peru","Ecuador","New Zealand","Panama"
"which u s state is known as the land of 10000 lakes?","Michigan","Florida","Missouri","Minnesota"
"what kindle tablet was released in 2011?","Kindle Full","Kindle Extra","Kindle Optimus","Kindle Fire"
"on what mythology are the constellations based on?","Indian","Egyptian","Chinese","Greek And Roman"
"what isnt a popular sport in the us?","Baseball","Football","Basketball","Handball"
"what does the slang term b ball mean?","Bowling","Softball","Volleyball","Basketball"
"where was the volcano krakatau?","Chile","The Phillipines","Togo","Indonesia"
"who is not a character in of mice and men?","Slim","Lennie","George","Scout"
"which animal can survive its whole life without drinking water?","Rabbit","Silver Fox","Kangaroo","Kangaroo Rat"
"what type of school do chefs go to in order to become professionals?","Art School","Cooking School","Kitchenary Academy","Culinary School"
"what does aqueous mean?","Abundance Of Aqua","Latin Word For Architecture","An Ambition","Dissolves In Water"
"the nile crocodile can hold its breath underwater for up to how many hours while it waits for its prey?","7","1","10","2"
"what are tissues made up of?","The Same Types Of Tissues","Organs That Help The Body","Unicellular Organisms","Cells Of The Same Type"
"in which continent does latvia belong?","South America","Africa","Asia","Europe"
"what is added to dihydrogen monoxide to create brine?","Magnesium Oxide","Hydrofluoric Acid","Potassium Ferricyanide","Sodium Chloride"
"in which movie do rock trolls sing he is a bit of a fixer upper?","Cinderella","Sleeping Beauty","Inside Out","Frozen"
"what do type 1 diabetics not have?","Kidneys","Feet","Eyes","Insulin Producing Cells"
"what australian surfer was attacked by a shark on live tv at the j bay open in july 2015?","Stephanie Gilmore","Sally Fitzgibbons","Joel Parkinson","Mick Fanning"
"what ingredients does a smore usually contain?","Bread, chocolate and marshmallows","Crackers, chocolate, and butter","S'mores don't exist","Crackers, marshmallows, and chocolate"
"which is not an island of venice?","Burano","Murano","Torcello","Torino"
"how many games are in a baseball season without the playoffsworld series?","254","365","16","162"
"what is the value of x in the following equation 4x 1575?","90","60","10","15"
"which animal actually exists?","Pink Elephant","Pink Lion","Pink Cobra","Pink Dolphin"
"which is not an acid?","H2So4","Hbr","Hi","H2O"
"some believe that uther pendragon is the father of which english cultural figure?","Beowulf","Sceafa","Weyland","King Arthur"
"what is the approved address abbreviation for the state of maine?","Ma","Mi","Mn","Me"
"who was the greek god of blacksmiths fire and volcanoes?","Hades","Hermes","Heracles","Hephaestus"
"which planet comes after earth in the solar system?","Venus","Jupiter","Pluto","Mars"
"in the book the hunger games how many tributes are forced into the arena?","12","13","23","24"
"what was hitlers cause of death?","Decapitation","Assassination","Health Problems","Suicide"
"what city in idaho is know as the city of trees?","Caldwell","Napa","None","Boise"
"what state is known as the great lake state?","Ohio","California","Utah","Michigan"
"what channel was the american painter bob ross featured on?","Lifetime","Abc","Discovery","Pbs"
"on the show my name is earl who is earls brother?","Darnel","Kenny","Stuart","Randy"
"what temperature does water freeze at?","2*C","-5*C","-30*C","0*C"
"what was the time span of the great depression?","1939-1949","1919-1929","1949-1959","1929-1939"
"in american football what line does the ball carrier have to cross to score?","Line Of Scrimmage","50 Yard Line","The One Yard Line","Goal Line"
"how does the following line from led zeppelins stairway to heaven end theres a lady thats sure all that?","Glistens Is Gold","Echos Is Laughter","She Loves Is Lost","Glitters Is Gold"
"who played the white girls in white chicks?","Will Smith","Jackson Five","Warner Brothers","The Wayan Brothers"
"which waterway is used for transportation and trade between europe and asia that saves days of travel around africa?","English Channel","Amazon River","Jordan River","Suez Canal"
"what is it called when you make small strokes with a pencil?","None Of The Above","Draw","Paint","Sketch"
"when was the last time the chicago cubs won a world series?","1997","1952","2014","1908"
"which string instrument is the highest sounding in the string family?","Viola","Violetta","Cello","Violin"
"who first invented the word swagger?","Joseph Conrad","Jane Austen","Mark Twain","William Shakespeare"
"in which sport do you win by having the least amount of points?","Tennis","Soccer","Football","Golf"
